con,locus,end,L,sym,cid,orth,rna
CP009058,BAFK78_420,442624,-842,,622,1,
CP009058,BAFK78_421,443602,-560,,976,1,
CP009058,BAFK78_423,445250,-1503,rrsB,-1,,r
CP009058,BAFK78_425,447151,-1536,rrsA,-1,,r
CP009058,BAFK78_426,448900,-548,,1067,1,
CP009058,BAFK78_427,449538,-677,,771,1,
CP009058,BAFK78_428,450776,-389,,1243,1,
CP009058,BAFK78_429,451888,605,,973,1,
CP009058,BAFK78_430,452749,752,,3,1,
CP009058,BAFK78_431,453465,713,,829,1,
CP009058,BAFK78_432,453753,-782,spor0J,716,1,
CP009058,BAFK78_433,454653,-2432,gyrA,51,1,
CP009058,BAFK78_434,457097,-1904,gyrB,102,1,
CP009058,BAFK78_435,460646,1457,dnaA,216,1,
CP009058,BAFK78_436,462041,1160,dnaN,369,1,
CP009058,BAFK78_437,462432,299,,1274,1,
CP009058,BAFK78_438,462679,155,rpmH,1816,1,
CP009058,BAFK78_439,462995,335,rnpA,1302,1,
CP009058,BAFK78_440,464640,1634,,170,1,
CP009058,BAFK78_441,465382,728,jag,802,1,
CP009058,BAFK78_442,466493,1067,,444,1,
CP009058,BAFK78_443,467734,1079,fbaA,431,1,
CP009058,BAFK78_444,468140,-1760,aspS,142,1,
CP009058,BAFK78_445,469904,-2105,,77,1,
CP009058,BAFK78_446,472012,-275,ptsH-1,1402,1,
CP009058,BAFK78_447,472300,-293,,1336,1,
CP009058,BAFK78_448,472583,-1259,rpoN,311,1,
CP009058,BAFK78_449,473845,-533,,1001,1,
CP009058,BAFK78_450,474375,-605,,846,1,
CP009058,BAFK78_451,476034,842,,579,1,
CP009058,BAFK78_452,476031,-1148,,366,1,
CP009058,BAFK78_453,478225,989,,527,1,
CP009058,BAFK78_454,478867,638,,921,1,
CP009058,BAFK78_455,478956,-1796,uvrC,130,1,
CP009058,BAFK78_456,482391,1517,,184,1,
CP009058,BAFK78_457,483694,1310,,267,1,
CP009058,BAFK78_460,484020,-707,,822,1,
CP009058,BAFK78_464,487026,1718,dnaX,148,1,
CP009058,BAFK78_465,487330,299,ebfC,1376,1,
CP009058,BAFK78_466,488009,509,ndk,1009,1,
CP009058,BAFK78_467,488814,527,,1080,1,
CP009058,BAFK78_468,489506,695,,840,1,
CP009058,BAFK78_469,490275,791,lptB,691,1,
CP009058,BAFK78_470,490961,689,,865,1,
CP009058,BAFK78_471,491709,746,,675,1,
CP009058,BAFK78_472,492232,512,lspA,1110,1,
CP009058,BAFK78_473,493291,821,,693,1,
CP009058,BAFK78_474,494680,1283,murA,289,1,
CP009058,BAFK78_475,496534,1364,,253,1,
CP009058,BAFK78_476,496623,-389,,1251,1,
CP009058,BAFK78_477,498687,1184,tuf,352,1,
CP009058,BAFK78_478,499050,311,rpsJ,1364,1,
CP009058,BAFK78_479,499706,620,rplC,939,1,
CP009058,BAFK78_480,500345,629,rplD,898,1,
CP009058,BAFK78_481,500662,296,rplW,1381,1,
CP009058,BAFK78_482,501517,833,rplB,670,1,
CP009058,BAFK78_483,501805,278,rpsS,1406,1,
CP009058,BAFK78_484,502175,362,rplV,1238,1,
CP009058,BAFK78_485,503054,875,rpsC,631,1,
CP009058,BAFK78_486,503475,416,rplP,1221,1,
CP009058,BAFK78_487,503678,200,rpmC,1571,1,
CP009058,BAFK78_488,503935,254,rpsQ,1444,1,
CP009058,BAFK78_489,504331,368,rplN,1285,1,
CP009058,BAFK78_490,504651,305,rplX,1367,1,
CP009058,BAFK78_491,505205,548,rplE,1068,1,
CP009058,BAFK78_492,505408,185,rpsN,1639,1,
CP009058,BAFK78_493,505816,398,rpsH,1240,1,
CP009058,BAFK78_494,506375,542,rplF,1081,1,
CP009058,BAFK78_495,506752,359,rplR,1300,1,
CP009058,BAFK78_496,507262,497,rpsE,1119,1,
CP009058,BAFK78_497,507577,311,rpmD,1363,1,
CP009058,BAFK78_498,508007,437,rplO,1183,1,
CP009058,BAFK78_499,509324,1304,secY,296,1,
CP009058,BAFK78_501,509845,377,rpsM,1267,1,
CP009058,BAFK78_502,510265,392,rpsK,1234,1,
CP009058,BAFK78_503,511315,1034,rpoA,484,1,
CP009058,BAFK78_504,511708,371,rplQ,1279,1,
CP009058,BAFK78_505,513314,1532,,194,1,
CP009058,BAFK78_506,514092,788,,714,1,
CP009058,BAFK78_507,514864,719,tlyA,745,1,
CP009058,BAFK78_508,514861,-746,,707,1,
CP009058,BAFK78_509,516995,1301,engA,288,1,
CP009058,BAFK78_510,518251,1259,,307,1,
CP009058,BAFK78_511,518934,686,,866,1,
CP009058,BAFK78_512,525442,6488,,241,1,
CP009058,BAFK78_513,527016,1562,pheS,185,1,
CP009058,BAFK78_514,528707,1703,pheT,152,1,
CP009058,BAFK78_515,529756,980,trxB,539,1,
CP009058,BAFK78_516,529777,-740,,800,1,
CP009058,BAFK78_517,530519,-1094,dnaJ-1,416,1,
CP009058,BAFK78_518,531613,-1907,,100,1,
CP009058,BAFK78_519,533544,-563,,1038,1,
CP009058,BAFK78_520,536023,1538,nadE,188,1,
CP009058,BAFK78_522,537783,854,,561,1,
CP009058,BAFK78_523,537810,-422,,1165,1,
CP009058,BAFK78_524,540106,1769,,127,1,
CP009058,BAFK78_525,540920,776,,739,1,
CP009058,BAFK78_526,540955,-947,,568,1,
CP009058,BAFK78_527,541988,-809,,694,1,
CP009058,BAFK78_528,542781,-614,,916,1,
CP009058,BAFK78_529,543398,-1307,,293,1,
CP009058,BAFK78_530,545662,761,phnP,783,1,
CP009058,BAFK78_531,546450,767,xth,774,1,
CP009058,BAFK78_532,547236,770,,762,1,
CP009058,BAFK78_533,550018,2801,,34,1,
CP009058,BAFK78_537,550470,-644,,895,1,
CP009058,BAFK78_538,551111,-356,,1242,1,
CP009058,BAFK78_539,551552,-698,,848,1,
CP009058,BAFK78_540,552285,-2081,fusA-1,82,1,
CP009058,BAFK78_541,554892,227,,1469,1,
CP009058,BAFK78_542,555651,527,,1015,1,
CP009058,BAFK78_543,556422,650,,860,1,
CP009058,BAFK78_544,557836,1220,prs,334,1,
CP009058,BAFK78_545,559204,1364,xylB,264,1,
CP009058,BAFK78_546,559187,-746,,654,1,
CP009058,BAFK78_547,559917,-617,coaE,946,1,
CP009058,BAFK78_548,560516,-2726,polA,36,1,
CP009058,BAFK78_549,563239,-410,,1230,1,
CP009058,BAFK78_550,563639,-419,fliS,1184,1,
CP009058,BAFK78_551,564067,-380,,1227,1,
CP009058,BAFK78_552,566679,1982,ligA,89,1,
CP009058,BAFK78_553,566703,-1505,,201,1,
CP009058,BAFK78_554,570350,1862,,115,1,
CP009058,BAFK78_555,570804,467,,1149,1,
CP009058,BAFK78_556,571666,869,,644,1,
CP009058,BAFK78_557,572064,260,ptsH-2,1435,1,
CP009058,BAFK78_558,573806,1721,ptsI,146,1,
CP009058,BAFK78_559,574378,569,crr,1027,1,
CP009058,BAFK78_560,574415,-1850,,121,1,
CP009058,BAFK78_561,577772,1394,gnd,248,1,
CP009058,BAFK78_562,577803,-545,,1076,1,
CP009058,BAFK78_563,578537,-518,,1078,1,
CP009058,BAFK78_564,579138,-587,,974,1,
CP009058,BAFK78_565,580474,536,,1079,1,
CP009058,BAFK78_566,580798,311,,1352,1,
CP009058,BAFK78_567,582955,2141,,75,1,
CP009058,BAFK78_568,584170,1157,,373,1,
CP009058,BAFK78_569,585945,1772,,134,1,
CP009058,BAFK78_570,586360,374,,1277,1,
CP009058,BAFK78_572,586687,-689,pyrH,864,1,
CP009058,BAFK78_573,588653,1076,,437,1,
CP009058,BAFK78_574,589522,806,,703,1,
CP009058,BAFK78_575,590380,851,,661,1,
CP009058,BAFK78_576,592168,1601,pyrG,162,1,
CP009058,BAFK78_577,592185,-524,,1085,1,
CP009058,BAFK78_578,593437,590,,873,1,
CP009058,BAFK78_580,594856,1172,,355,1,
CP009058,BAFK78_581,598429,3485,dnaE,16,1,
CP009058,BAFK78_582,599019,581,,1005,1,
CP009058,BAFK78_583,601089,2060,recG,85,1,
CP009058,BAFK78_584,601086,-788,,658,1,
CP009058,BAFK78_585,603352,1349,,277,1,
CP009058,BAFK78_586,604853,1346,,237,1,
CP009058,BAFK78_587,606227,1355,murD,273,1,
CP009058,BAFK78_588,606224,-1043,femA,464,1,
CP009058,BAFK78_589,607277,-2174,metG,70,1,
CP009058,BAFK78_590,610404,794,mtnN-2,733,1,
CP009058,BAFK78_591,611533,1037,pta,425,1,
CP009058,BAFK78_592,611516,-845,ksgA,662,1,
CP009058,BAFK78_593,612394,-1256,,245,1,
CP009058,BAFK78_594,614480,713,,838,1,
CP009058,BAFK78_595,616443,1937,,99,1,
CP009058,BAFK78_596,616472,-1757,argS,139,1,
CP009058,BAFK78_597,618275,-599,,941,1,
CP009058,BAFK78_598,618896,-2147,,67,1,
CP009058,BAFK78_599,623518,2207,,65,1,
CP009058,BAFK78_600,623523,-911,murB,566,1,
CP009058,BAFK78_601,625928,1442,cysS,210,1,
CP009058,BAFK78_602,627488,1556,,186,1,
CP009058,BAFK78_603,628741,1253,glyA,324,1,
CP009058,BAFK78_604,629520,752,,784,1,
CP009058,BAFK78_605,629581,-1859,,117,1,
CP009058,BAFK78_606,631679,-1502,lctP,197,1,
CP009058,BAFK78_607,634471,1205,,338,1,
CP009058,BAFK78_608,634979,491,,1095,1,
CP009058,BAFK78_609,636961,1979,,97,1,
CP009058,BAFK78_610,638503,1430,pepD,230,1,
CP009058,BAFK78_615,640439,1358,tig,266,1,
CP009058,BAFK78_616,641038,584,clpP-1,984,1,
CP009058,BAFK78_617,642355,1292,clpX,295,1,
CP009058,BAFK78_618,644732,2408,lon-2,52,1,
CP009058,BAFK78_619,644924,152,,1836,1,
CP009058,BAFK78_620,644986,-626,rpsD,944,1,
CP009058,BAFK78_622,645781,-1355,,259,1,
CP009058,BAFK78_623,647625,368,,1264,1,
CP009058,BAFK78_624,647648,-440,cdd,1157,1,
CP009058,BAFK78_625,649170,962,,514,1,
CP009058,BAFK78_626,649148,-1667,,161,1,
CP009058,BAFK78_628,651596,554,,1056,1,
CP009058,BAFK78_629,651658,-1217,ackA,320,1,
CP009058,BAFK78_630,652900,-3374,mfd,20,1,
CP009058,BAFK78_631,657333,962,,549,1,
CP009058,BAFK78_632,659389,2042,,79,1,
CP009058,BAFK78_634,659483,-545,,1069,1,
CP009058,BAFK78_635,660031,-1271,,314,1,
CP009058,BAFK78_636,662112,725,,816,1,
CP009058,BAFK78_637,662140,-1865,,116,1,
CP009058,BAFK78_638,665018,923,pfkB,593,1,
CP009058,BAFK78_639,665067,-317,,1345,1,
CP009058,BAFK78_641,665648,-1832,recD,124,1,
CP009058,BAFK78_642,667477,-3512,recB,15,1,
CP009058,BAFK78_643,670995,-3239,recC,24,1,
CP009058,BAFK78_644,674238,-1445,pcnB,215,1,
CP009058,BAFK78_645,677252,1436,zwf,229,1,
CP009058,BAFK78_646,678896,1343,nhaC-1,275,1,
CP009058,BAFK78_647,680351,1355,nhaC-2,252,1,
CP009058,BAFK78_648,680397,-1046,,461,1,
CP009058,BAFK78_649,681463,-791,potC,743,1,
CP009058,BAFK78_650,682258,-803,potB,705,1,
CP009058,BAFK78_651,683067,-1043,,475,1,
CP009058,BAFK78_652,684189,-839,rgbA,600,1,
CP009058,BAFK78_653,685897,698,,770,1,
CP009058,BAFK78_654,687489,1544,ptsG,190,1,
CP009058,BAFK78_655,687515,-983,,499,1,
CP009058,BAFK78_656,688495,-527,,1087,1,
CP009058,BAFK78_657,689122,-1688,,154,1,
CP009058,BAFK78_658,692638,1637,groL,163,1,
CP009058,BAFK78_659,693001,296,,1382,1,
CP009058,BAFK78_660,693328,314,yajC,1327,1,
CP009058,BAFK78_661,695154,1760,secD,141,1,
CP009058,BAFK78_662,696037,899,secF,610,1,
CP009058,BAFK78_663,697206,1142,,376,1,
CP009058,BAFK78_664,697203,-830,,674,1,
CP009058,BAFK78_665,699275,1133,,380,1,
CP009058,BAFK78_666,699262,-686,rpiA,820,1,
CP009058,BAFK78_667,700839,746,gpmA,788,1,
CP009058,BAFK78_668,700909,-1565,lysS,177,1,
CP009058,BAFK78_669,702547,-872,era,640,1,
CP009058,BAFK78_670,703882,356,,1266,1,
CP009058,BAFK78_671,704302,410,,1229,1,
CP009058,BAFK78_672,704771,449,,1174,1,
CP009058,BAFK78_673,704780,-674,,867,1,
CP009058,BAFK78_674,706471,959,,558,1,
CP009058,BAFK78_675,707462,998,,501,1,
CP009058,BAFK78_676,708003,551,,1060,1,
CP009058,BAFK78_677,709111,1025,flaA,391,1,
CP009058,BAFK78_678,711780,2594,cheA,42,1,
CP009058,BAFK78_679,713188,1400,,242,1,
CP009058,BAFK78_680,713685,485,,1136,1,
CP009058,BAFK78_681,714165,440,,1181,1,
CP009058,BAFK78_682,714214,-506,,1105,1,
CP009058,BAFK78_683,714717,-1046,,467,1,
CP009058,BAFK78_684,715757,-863,,650,1,
CP009058,BAFK78_685,716617,-662,gph,877,1,
CP009058,BAFK78_686,719132,1610,rbsA,175,1,
CP009058,BAFK78_687,720284,1151,,377,1,
CP009058,BAFK78_688,721182,926,,588,1,
CP009058,BAFK78_689,723600,2261,mcp-4,64,1,
CP009058,BAFK78_690,725532,1901,mcp-5,105,1,
CP009058,BAFK78_691,725574,-1067,trmU,441,1,
CP009058,BAFK78_692,727961,1223,,303,1,
CP009058,BAFK78_693,729009,1064,fni,432,1,
CP009058,BAFK78_694,730267,1268,mvaA,300,1,
CP009058,BAFK78_695,731189,938,mvaD,580,1,
CP009058,BAFK78_696,732133,953,,559,1,
CP009058,BAFK78_697,733020,893,mvk,619,1,
CP009058,BAFK78_699,733141,-467,,1155,1,
CP009058,BAFK78_700,734223,530,,825,1,
CP009058,BAFK78_701,736309,2009,fusA-2,87,1,
CP009058,BAFK78_702,737796,1208,,342,1,
CP009058,BAFK78_703,739193,1334,ffh,276,1,
CP009058,BAFK78_704,739466,260,rpsP,1433,1,
CP009058,BAFK78_705,739715,248,,1454,1,
CP009058,BAFK78_706,740219,500,rimM,1118,1,
CP009058,BAFK78_707,740935,719,trmD,827,1,
CP009058,BAFK78_708,741272,359,rplS,1288,1,
CP009058,BAFK78_709,742192,539,,1077,1,
CP009058,BAFK78_710,742685,491,coaD,1122,1,
CP009058,BAFK78_711,742930,182,rpmF,1658,1,
CP009058,BAFK78_712,743196,242,acpP,1432,1,
CP009058,BAFK78_713,743933,737,rnc,804,1,
CP009058,BAFK78_714,743904,-1232,,299,1,
CP009058,BAFK78_715,747026,1772,,132,1,
CP009058,BAFK78_716,747355,323,,1342,1,
CP009058,BAFK78_719,748844,1031,,488,1,
CP009058,BAFK78_720,750631,1781,dnaG,136,1,
CP009058,BAFK78_722,752530,1895,rpoD,106,1,
CP009058,BAFK78_723,753303,776,,763,1,
CP009058,BAFK78_724,753680,347,rnpB,-1,,nc
CP009058,BAFK78_725,754676,968,,544,1,
CP009058,BAFK78_726,755736,1049,,465,1,
CP009058,BAFK78_727,756585,845,mreC,677,1,
CP009058,BAFK78_728,757067,482,,1141,1,
CP009058,BAFK78_729,758866,1799,mrdA,28,1,
CP009058,BAFK78_730,760187,1316,mrdB,5001,1,
CP009058,BAFK78_731,762099,1745,thrS,137,1,
CP009058,BAFK78_732,762733,629,pgsA,938,1,
CP009058,BAFK78_733,764165,1445,,226,1,
CP009058,BAFK78_734,764139,-533,,1088,1,
CP009058,BAFK78_735,766091,1322,,260,1,
CP009058,BAFK78_736,766877,782,,746,1,
CP009058,BAFK78_737,767858,971,,531,1,
CP009058,BAFK78_738,769232,1343,pfk6,268,1,
CP009058,BAFK78_739,769247,-1331,cdr,281,1,
CP009058,BAFK78_740,770593,-1391,,239,1,
CP009058,BAFK78_741,772049,-1592,pgi,92,1,
CP009058,BAFK78_742,773664,-401,,5003,1,
CP009058,BAFK78_743,774072,-2771,,29,1,
CP009058,BAFK78_744,777923,785,,678,1,
CP009058,BAFK78_745,778129,-1004,,506,1,
CP009058,BAFK78_746,780025,788,rlpA,695,1,
CP009058,BAFK78_748,781225,1004,,504,1,
CP009058,BAFK78_749,783842,2627,valS,40,1,
CP009058,BAFK78_750,783933,-596,,986,1,
CP009058,BAFK78_751,784603,-677,,872,1,
CP009058,BAFK78_752,785439,-272,,1305,1,
CP009058,BAFK78_753,787500,1631,,171,1,
CP009058,BAFK78_754,789215,1679,,153,1,
CP009058,BAFK78_755,791310,1991,,78,1,
CP009058,BAFK78_758,792271,617,nth,886,1,
CP009058,BAFK78_759,792280,-860,,653,1,
CP009058,BAFK78_760,793140,-980,,541,1,
CP009058,BAFK78_761,794127,-458,,1161,1,
CP009058,BAFK78_762,795805,1121,,302,1,
CP009058,BAFK78_763,796040,-1013,,449,1,
CP009058,BAFK78_764,797070,-1508,,204,1,
CP009058,BAFK78_765,798583,-734,,807,1,
CP009058,BAFK78_766,799314,-929,,587,1,
CP009058,BAFK78_767,800252,-959,rnz,557,1,
CP009058,BAFK78_768,801402,-1067,,433,1,
CP009058,BAFK78_769,803264,596,clpP-2,987,1,
CP009058,BAFK78_770,803970,659,,817,1,
CP009058,BAFK78_772,804125,-857,,620,1,
CP009058,BAFK78_773,805022,-329,,1325,1,
CP009058,BAFK78_774,806349,887,,626,1,
CP009058,BAFK78_775,806596,-1358,,262,1,
CP009058,BAFK78_776,807957,-1148,,370,1,
CP009058,BAFK78_777,809102,-1046,,469,1,
CP009058,BAFK78_778,810159,-488,,1127,1,
CP009058,BAFK78_779,810644,-1091,murG,407,1,
CP009058,BAFK78_780,811913,-794,pdxK,728,1,
CP009058,BAFK78_781,812682,-1040,gcp,478,1,
CP009058,BAFK78_782,813719,-881,,594,1,
CP009058,BAFK78_783,814651,-800,,721,1,
CP009058,BAFK78_784,815591,-320,flgJ,1318,1,
CP009058,BAFK78_785,815901,-1010,flgI,497,1,
CP009058,BAFK78_786,817085,-434,,899,1,
CP009058,BAFK78_787,817719,-797,flgG,734,1,
CP009058,BAFK78_788,818529,-848,,602,1,
CP009058,BAFK78_789,820185,560,,1024,1,
CP009058,BAFK78_790,820780,530,,1048,1,
CP009058,BAFK78_791,821149,311,rplU,1349,1,
CP009058,BAFK78_792,821475,320,,1330,1,
CP009058,BAFK78_793,821720,245,rpmA,1460,1,
CP009058,BAFK78_794,822748,986,,508,1,
CP009058,BAFK78_795,823412,581,nadD,996,1,
CP009058,BAFK78_796,824593,1184,,351,1,
CP009058,BAFK78_797,824918,350,,1303,1,
CP009058,BAFK78_798,825315,293,,1385,1,
CP009058,BAFK78_800,826020,548,,1062,1,
CP009058,BAFK78_801,826591,566,pth,1030,1,
CP009058,BAFK78_802,827913,1322,tilS,286,1,
CP009058,BAFK78_803,829829,1919,ftsH,101,1,
CP009058,BAFK78_804,831319,1478,,208,1,
CP009058,BAFK78_805,832527,1103,tdk,363,1,
CP009058,BAFK78_806,832524,-617,,940,1,
CP009058,BAFK78_807,833167,-608,tmk,764,1,
CP009058,BAFK78_808,838264,4403,,11,1,
CP009058,BAFK78_809,840747,2465,yaeT,47,1,
CP009058,BAFK78_810,841301,533,,1052,1,
CP009058,BAFK78_811,844312,2588,mutS,43,1,
CP009058,BAFK78_812,844931,617,,958,1,
CP009058,BAFK78_813,845469,437,,1133,1,
CP009058,BAFK78_814,846931,1448,nusA,209,1,
CP009058,BAFK78_815,849513,2579,infB,41,1,
CP009058,BAFK78_816,849898,362,rbfA,1253,1,
CP009058,BAFK78_817,850749,848,truB,648,1,
CP009058,BAFK78_818,851189,266,rpsO,1323,1,
CP009058,BAFK78_819,853372,2168,pnpA,72,1,
CP009058,BAFK78_820,854920,1541,,192,1,
CP009058,BAFK78_821,856184,1289,,304,1,
CP009058,BAFK78_822,857248,1001,,344,1,
CP009058,BAFK78_823,858407,1127,tgt,389,1,
CP009058,BAFK78_824,859920,1520,mviN,195,1,
CP009058,BAFK78_825,861323,1406,,232,1,
CP009058,BAFK78_826,861348,-1172,coaBC,319,1,
CP009058,BAFK78_827,864183,1334,panF,235,1,
CP009058,BAFK78_828,865143,947,,520,1,
CP009058,BAFK78_829,866059,908,,564,1,
CP009058,BAFK78_830,867455,1406,murC,218,1,
CP009058,BAFK78_831,868332,866,,645,1,
CP009058,BAFK78_832,868865,536,cmk2,1075,1,
CP009058,BAFK78_833,869105,200,rpoZ,1488,1,
CP009058,BAFK78_834,869994,902,miaA,582,1,
CP009058,BAFK78_835,870155,-371,,1287,1,
CP009058,BAFK78_836,871152,545,,1057,1,
CP009058,BAFK78_837,871145,-782,,719,1,
CP009058,BAFK78_838,871920,-515,,1096,1,
CP009058,BAFK78_839,872562,-2471,hrpA,48,1,
CP009058,BAFK78_840,875036,-2549,topA,44,1,
CP009058,BAFK78_841,878902,1241,sbcD,330,1,
CP009058,BAFK78_842,881729,2840,sbcC,30,1,
CP009058,BAFK78_843,882701,938,xylR-2,567,1,
CP009058,BAFK78_844,882715,-839,,680,1,
CP009058,BAFK78_845,883548,-3128,ileS,26,1,
CP009058,BAFK78_846,886697,-2147,,66,1,
CP009058,BAFK78_847,888939,-1709,,147,1,
CP009058,BAFK78_848,892785,1994,uvrB,93,1,
CP009058,BAFK78_849,895654,2852,uvrA,33,1,
CP009058,BAFK78_850,899058,3449,,19,1,
CP009058,BAFK78_851,899068,-473,,1051,1,
CP009058,BAFK78_852,899585,-599,,978,1,
CP009058,BAFK78_853,900194,-1610,,174,1,
CP009058,BAFK78_854,903219,1229,arcA,305,1,
CP009058,BAFK78_855,904269,986,argF,468,1,
CP009058,BAFK78_856,905740,1421,,228,1,
CP009059,BAFK78_A001,1114,-554,,1034,10,
CP009059,BAFK78_A002,2816,809,,777,,
CP009059,BAFK78_A004,4023,485,,947,1,
CP009059,BAFK78_A005,4738,521,,1092,1,
CP009059,BAFK78_A006,4816,-842,,668,1,
CP009059,BAFK78_A007,5759,-1247,s1,322,1,
CP009059,BAFK78_A009,7418,-470,,1148,1,
CP009059,BAFK78_A010,8395,335,,1297,1,
CP009059,BAFK78_A011,9264,872,,642,1,
CP009059,BAFK78_A012,9893,626,,945,1,
CP009059,BAFK78_A013,10983,1034,,487,1,
CP009059,BAFK78_A014,11186,179,,1671,1,
CP009059,BAFK78_A015,11602,419,,1213,1,
CP009059,BAFK78_A016,11957,365,,1231,1,
CP009059,BAFK78_A017,12984,821,ospA,701,1,
CP009059,BAFK78_A018,13897,899,ospB,612,1,
CP009059,BAFK78_A019,15671,1199,,1,21,
CP009059,BAFK78_A020,16303,584,,2,21,
CP009059,BAFK78_A021,17031,752,pf32,3,2,
CP009059,BAFK78_A022,17606,545,,4,18,
CP009059,BAFK78_A024,18747,431,,318,1,
CP009059,BAFK78_A025,18866,-509,dbpA,910,1,
CP009059,BAFK78_A026,19484,-557,dbpB,1020,1,
CP009059,BAFK78_A027,20468,-317,,1344,1,
CP009059,BAFK78_A028,21500,593,,995,1,
CP009059,BAFK78_A029,22856,1352,,263,1,
CP009059,BAFK78_A030,23591,440,,1171,1,
CP009059,BAFK78_A032,24620,539,,1084,1,
CP009059,BAFK78_A033,24710,-1586,,159,1,
CP009059,BAFK78_A034,27460,650,p24,883,1,
CP009059,BAFK78_A035,28176,608,,893,1,
CP009059,BAFK78_A036,29771,1229,,294,1,
CP009059,BAFK78_A037,30382,599,,979,1,
CP009059,BAFK78_A038,31048,611,,323,1,
CP009059,BAFK78_A039,31982,917,,571,1,
CP009059,BAFK78_A040,32440,455,,1154,1,
CP009059,BAFK78_A041,32826,374,,1257,1,
CP009059,BAFK78_A042,33176,353,,1281,1,
CP009059,BAFK78_A043,33712,539,,1082,1,
CP009059,BAFK78_A044,34841,1070,,443,1,
CP009059,BAFK78_A045,35263,422,,1214,1,
CP009059,BAFK78_A046,35796,491,,1128,1,
CP009059,BAFK78_A047,36007,218,,1514,1,
CP009059,BAFK78_A048,37395,1379,,234,1,
CP009059,BAFK78_A049,37989,563,,1039,1,
CP009059,BAFK78_A050,38970,941,,575,1,
CP009059,BAFK78_A051,39329,278,,1408,1,
CP009059,BAFK78_A052,39631,272,,1410,1,
CP009059,BAFK78_A053,40632,938,,574,1,
CP009059,BAFK78_A054,41185,563,,1028,1,
CP009059,BAFK78_A055,41249,-1199,,316,1,
CP009059,BAFK78_A056,42931,-233,,1465,1,
CP009059,BAFK78_A057,43261,-761,p32,673,1,
CP009059,BAFK78_A058,44391,-626,,880,1,
CP009059,BAFK78_A059,45445,179,,1551,1,
CP009059,BAFK78_A060,45650,-974,,473,1,
CP009059,BAFK78_A061,46790,-851,,636,1,
CP009059,BAFK78_A062,47808,-1247,p46,313,1,
CP009059,BAFK78_A063,49213,-695,,854,1,
CP009059,BAFK78_A064,49986,-719,,828,1,
CP009059,BAFK78_A065,50940,-806,p29_1,608,,
CP009059,BAFK78_A066,51946,-746,p29_2,608,8,
CP009059,BAFK78_A067,52966,-725,p29_3,608,7,
CP009059,BAFK78_A068,53872,-881,mmsa73,623,1,
CP009059,BAFK78_A069,56084,797,,646,1,
CP009059,BAFK78_A070,57095,803,thyX,706,1,
CP009066,BAFK78_AC001,917,779,,,,
CP009066,BAFK78_AC002,942,-527,,1006,,
CP009066,BAFK78_AC003,1664,-503,,265,,
CP009066,BAFK78_AC004,2249,-311,,1131,1,
CP009066,BAFK78_AC005,3173,581,,523,,
CP009066,BAFK78_AC007,3382,-164,,-1,,
CP009066,BAFK78_AC009,3744,-836,,597,3,
CP009066,BAFK78_AC012,6312,-683,,869,,
CP009066,BAFK78_AC013,6986,-623,,951,,
CP009066,BAFK78_AC014,7581,-1325,,284,1,
CP009066,BAFK78_AC015,8922,-1046,,471,,
CP009066,BAFK78_AC016,9981,-920,,591,,
CP009066,BAFK78_AC017,11239,-998,,480,2,
CP009066,BAFK78_AC018,12255,-1034,,483,1,
CP009066,BAFK78_AC019,13303,-731,,814,,
CP009066,BAFK78_AC020,14027,-1226,,333,2,
CP009066,BAFK78_AC021,15246,-686,,831,2,
CP009066,BAFK78_AC022,15958,-782,,754,,
CP009066,BAFK78_AC023,16771,-800,,601,1,
CP009066,BAFK78_AC024,17808,-797,,638,1,
CP009066,BAFK78_AC025,18932,-578,,4,26,
CP009066,BAFK78_AC026,19541,-815,,3,22,
CP009066,BAFK78_AC027,20332,-557,,2,23,
CP009066,BAFK78_AC028,20899,-1091,,1,2,
CP009060,BAFK78_B001,328,281,,1399,1,
CP009060,BAFK78_B002,312,-446,,1132,1,
CP009060,BAFK78_B003,844,-1349,resT,271,1,
CP009060,BAFK78_B004,2437,-1322,celB,282,1,
CP009060,BAFK78_B005,4309,347,,1314,1,
CP009060,BAFK78_B006,4644,326,licB,1339,1,
CP009060,BAFK78_B007,5743,1097,,418,1,
CP009060,BAFK78_B008,5765,-629,,930,1,
CP009060,BAFK78_B009,7564,1028,,477,1,
CP009060,BAFK78_B010,8635,914,,590,1,
CP009060,BAFK78_B011,9153,518,,2,26,
CP009060,BAFK78_B012,9890,761,pf32,3,3,
CP009060,BAFK78_B013,10525,569,,4,20,
CP009060,BAFK78_B014,10775,-497,,1109,1,
CP009060,BAFK78_B015,13623,1592,,159,2,
CP009060,BAFK78_B017,13904,-1211,guaB,225,1,
CP009060,BAFK78_B018,15140,-1535,guaA,181,1,
CP009060,BAFK78_B019,17568,638,ospC,923,1,
CP009060,BAFK78_B020,18035,-1355,,251,1,
CP009060,BAFK78_B021,19499,-1355,,251,2,
CP009060,BAFK78_B022,20929,-452,,1115,1,
CP009060,BAFK78_B023,21407,-512,,1111,1,
CP009060,BAFK78_B024,22661,695,,853,1,
CP009060,BAFK78_B025,22671,-551,,1059,1,
CP009060,BAFK78_B026,24568,1244,,321,1,
CP009060,BAFK78_B027,26526,1625,,172,1,
CP009061,BAFK78_D001,716,590,,906,1,
CP009061,BAFK78_D002,1121,242,,1466,1,
CP009061,BAFK78_D003,1092,-170,,1715,,
